1002698377,1,0,2013,07,20,1,40,5,1
1004070567,1,0,2012,03,23,1,9,3,6
1005718822,1,0,2014,03,06,1,12,0,7
1007501414,0,0,2012,04,22,1,2,3,12
1010618774,0,0,2014,03,06,2,99,4,33
1013857461,1,0,2013,04,19,1,20,0,2
1016596364,0,0,2010,12,30,3,5,5,1
1025884850,1,0,2010,07,04,4,70,49,102
1030221793,1,0,2012,11,10,1,21,2,1
1034138460,0,0,2010,10,21,3,37,56,61
1038526477,0,0,2011,05,08,3,550,170,238
1040798705,1,0,2012,11,08,1,67,12,15
1042453823,1,0,2012,07,01,1,0,0,5
1045750477,0,0,2011,02,26,5,135,41,3
1048899747,1,0,2014,03,07,1,0,0,7
1052618801,1,0,2011,06,25,1,79,10,7
1056280433,0,0,2011,03,07,6,72,109,686
1062388822,1,0,2011,02,01,7,56,35,255
1066016031,1,0,2014,03,07,5,78,234,34
1070370210,0,0,2014,03,01,1,6,1,9
1074565755,0,0,2010,02,26,8,6,32,10
1078754421,0,0,2011,07,12,9,41,36,106
1081317671,1,0,2011,12,12,2,22,2,1
1086042435,1,0,2012,02,07,10,284,190,771
1088115213,1,0,2012,10,31,9,41,9,11
1095755244,1,0,2011,06,05,9,19,20,22
1100221107,0,0,2014,03,01,11,48,7,116
1101902813,0,0,2014,03,01,12,27,3,1
1103032910,1,0,2014,03,07,1,15,0,3
1105202047,1,0,2013,09,21,5,75,12,58
1107149964,0,0,2010,08,19,5,13,2,16
1108834814,1,0,2011,04,19,1,3,16,1
1110272961,1,0,2014,03,08,1,81,6,75
1112795537,1,0,2013,01,17,7,42,2,3
1116588273,0,0,2014,03,08,5,132,5314,92
1130150542,1,0,2013,12,07,11,17,3,8
1134154305,1,0,2010,11,06,13,102,83,23
1141196582,1,0,2012,12,20,10,44,5,59
1144264391,1,0,2009,12,06,10,101,123,23
1147277230,1,0,2013,08,14,1,69,4,4
1150214835,0,0,2010,11,25,11,464,141,178
1155588977,1,0,2010,03,22,10,169,98,638
1158994217,1,0,2013,09,19,10,14,9,7
1166384567,1,0,2010,03,10,14,7,36,48
1169915591,1,0,2011,01,24,13,12,6,6
1178500237,1,0,2011,07,22,15,9,4,8
1183274833,0,0,2011,03,31,5,179,255,305
1190590091,1,0,2010,05,22,16,30,5,1
1194970351,1,0,2011,04,29,14,48,2,1
1198534452,0,0,2010,12,12,10,120,4,1
1202359124,0,0,2013,11,13,6,114,14,79
1205377450,1,0,2012,10,10,9,15,5,4
1214061985,0,0,2009,11,15,10,968,323,1037
1216091427,0,0,2010,07,13,9,158,207,1295
1220478505,1,0,2010,01,24,11,698,124,24
1223629157,1,0,2011,06,01,11,23,13,35
1227534974,0,0,2010,09,04,9,99,7,3
1231255085,0,0,2010,03,22,5,4,4,63
1235506630,1,0,2011,10,02,17,308,48,246
1240860985,0,0,2011,07,26,18,92,0,2
1244507641,1,0,2011,03,31,19,128,89,195
1250120677,0,0,2009,12,30,20,209,516,89
1254614272,0,0,2010,03,09,15,800,127,585
1259281345,0,0,2011,07,17,14,51,27,21
1262383092,0,0,2011,01,24,21,74,13,207
1266377190,1,0,2012,02,06,22,8,3,2
1269901867,1,0,2011,09,02,16,60,98,110
1272230835,1,0,2011,05,04,20,47,4,2
1274611711,0,0,2010,12,31,20,28,21,27
1279301121,1,0,2013,07,31,1,0,0,8
1283903007,0,0,2013,09,22,10,32,2,60
1289431232,1,0,2012,03,19,22,132,78,645
1292910665,1,0,2013,02,06,7,372,64,525
1297007142,0,0,2013,07,03,4,33,16,1
1300663043,0,0,2010,04,10,16,207,966,618
1303788471,1,0,2011,11,30,9,1,20,3
1309219393,1,0,2013,08,15,1,11,2,82
1313389240,0,0,2010,07,23,4,135,59,55
1316950750,1,0,2013,05,18,11,22,53,17
1326605605,0,0,2010,06,06,9,0,20,149
1338027662,1,0,2011,05,08,9,17,6,35
1341615693,1,0,2013,09,05,1,39,0,1
1346816697,0,0,2010,07,10,15,102,23,249
1351314892,0,0,2011,02,13,1,48,11,3
1355671011,0,0,2013,06,07,19,43,15,8
1360295340,1,0,2010,07,21,9,12,13,3
1368904060,0,0,2011,08,07,15,14,23,50
1379198147,0,0,2011,08,17,5,49,1,135
1399730181,1,0,2011,02,22,5,115,26,14
1401869702,1,0,2010,04,01,11,52,34,25
1404022303,1,0,2010,01,26,15,115,8,5
1406851281,1,0,2010,07,11,9,150,197,1780
1410467771,1,0,2011,05,13,23,55,7,4
1415037180,1,0,2011,01,06,10,10,10,1
1418948890,1,0,2010,03,18,24,33,8,11
1422070154,0,0,2012,08,30,5,39,13,21
1426464840,0,0,2011,06,03,10,61,24,63
1429543333,1,0,2012,05,27,9,0,4,8
1435635883,0,0,2012,01,27,6,19,10,2
1440068797,1,0,2013,08,15,1,0,1,8
1446422543,1,0,2012,04,30,9,614,6,6
1449932102,1,0,2013,04,02,10,40,2,5
1452735354,0,0,2011,11,15,18,29,8,2
1457716610,0,0,2012,03,08,15,35,42,447
1463926402,1,0,2012,06,23,25,21,1,20
1475290303,0,0,2010,08,07,15,33,3,21
1492631813,1,0,2013,01,04,19,38,11,6
1501737535,0,0,2010,09,28,9,95,80,243
1509842393,0,0,2011,10,14,5,10,3,1
1534029087,0,0,2013,08,02,19,26,1,2
1548658895,1,0,2012,03,27,2,113,25,49
1554813173,1,0,2010,12,30,26,1939,73,145
1560477542,1,0,2012,05,24,21,517,9,1
1563087370,0,0,2010,10,22,27,16,0,1
1566418151,0,0,2009,11,03,10,55,19,45
1570586854,1,0,2009,10,17,11,361,784,2801
1573059691,0,0,2010,05,16,10,266,204,246
1576843203,1,0,2011,01,10,11,8,2,1
1580945494,0,0,2011,08,20,26,958,103,1362
1584317342,0,0,2012,05,06,21,91,143,904
1587259142,1,1,2009,12,08,10,153,5264,83
